Name,Swimmer_ID,Team,Year,Event,Event_Type,swim_type,Time,Improvement
Alexis Wenger,345175,University of Virginia,2019,50 Y Breast,Timed Finals,swim,26.66,NA
Alexis Wenger,345175,University of Virginia,2019,100 Y Breast,Prelims,swim,59.70,+1.6%
Alexis Wenger,345175,University of Virginia,2019,100 Y Breast,Finals,swim,58.31,+3.9%
Alexis Wenger,345175,University of Virginia,2019,100 Y Breast,Timed Finals,swim,58.89,NA
Alexis Wenger,345175,University of Virginia,2019,200 Y Breast,Prelims,swim,2:11.98,-0.3%
Alexis Wenger,345175,University of Virginia,2019,200 Y Breast,Finals,swim,2:10.93,+0.5%
Jessica Nava,210638,University of Virginia,2019,100 Y Back,Prelims,swim,53.66,+2.2%
Jessica Nava,210638,University of Virginia,2019,100 Y Back,Finals,swim,53.75,+2.1%
Jessica Nava,210638,University of Virginia,2019,100 Y Fly,Prelims,swim,52.68,+0.8%
Jessica Nava,210638,University of Virginia,2019,100 Y Fly,Finals,swim,51.99,+2.1%
Jessica Nava,210638,University of Virginia,2019,200 Y Fly,Prelims,swim,1:57.03,+1.5%
Jessica Nava,210638,University of Virginia,2019,200 Y Fly,Finals,swim,1:56.18,+2.2%
Anna Pang,423511,University of Virginia,2019,50 Y Free,Prelims,swim,22.48,+4.1%
Anna Pang,423511,University of Virginia,2019,50 Y Free,Finals,swim,22.55,+3.8%
Anna Pang,423511,University of Virginia,2019,50 Y Free,Timed Finals,swim,22.08,NA
Anna Pang,423511,University of Virginia,2019,100 Y Free,Prelims,swim,49.15,+2.5%
Anna Pang,423511,University of Virginia,2019,100 Y Free,Finals,swim,49.67,+1.4%
Anna Pang,423511,University of Virginia,2019,50 Y Fly,Timed Finals,swim,22.86,NA
Anna Pang,423511,University of Virginia,2019,100 Y Fly,Prelims,swim,52.37,+3.2%
Anna Pang,423511,University of Virginia,2019,100 Y Fly,Finals,swim,52.75,+2.5%
Kyla Valls,254013,University of Virginia,2019,50 Y Free,Prelims,swim,22.67,+0.7%
Kyla Valls,254013,University of Virginia,2019,50 Y Free,Finals,swim,22.40,+1.9%
Kyla Valls,254013,University of Virginia,2019,50 Y Free,Timed Finals,swim,21.86,NA
Kyla Valls,254013,University of Virginia,2019,50 Y Free,Timed Finals,swim,22.25,NA
Kyla Valls,254013,University of Virginia,2019,100 Y Free,Prelims,swim,49.44,+0.9%
Kyla Valls,254013,University of Virginia,2019,100 Y Free,Finals,swim,48.39,+3.0%
Kyla Valls,254013,University of Virginia,2019,100 Y Free,Timed Finals,swim,48.45,NA
Kyla Valls,254013,University of Virginia,2019,200 Y Free,Prelims,swim,1:45.66,+1.5%
Kyla Valls,254013,University of Virginia,2019,200 Y Free,Finals,swim,1:45.74,+1.4%
Mary Christensen,348271,University of Virginia,2019,100 Y Breast,Prelims,swim,1:00.77,-1.3%
Mary Christensen,348271,University of Virginia,2019,100 Y Breast,Finals,swim,1:00.57,-0.9%
Mary Christensen,348271,University of Virginia,2019,200 Y Breast,Prelims,swim,2:11.57,-0.9%
Mary Christensen,348271,University of Virginia,2019,200 Y Breast,Finals,swim,2:08.85,+1.2%
Mary Christensen,348271,University of Virginia,2019,200 Y IM,Prelims,swim,2:00.66,+3.5%
Mary Christensen,348271,University of Virginia,2019,200 Y IM,Finals,swim,1:59.58,+4.4%
Marcella Maguire,280114,University of Virginia,2019,50 Y Free,Prelims,swim,23.15,-0.3%
Marcella Maguire,280114,University of Virginia,2019,100 Y Back,Prelims,swim,52.08,+1.6%
Marcella Maguire,280114,University of Virginia,2019,100 Y Back,Finals,swim,54.01,-2.1%
Marcella Maguire,280114,University of Virginia,2019,100 Y Back,Timed Finals,swim,52.62,+0.5%
Marcella Maguire,280114,University of Virginia,2019,200 Y Back,Prelims,swim,1:54.63,+0.8%
Marcella Maguire,280114,University of Virginia,2019,200 Y Back,Finals,swim,1:54.59,+0.8%
Vivian Tafuto,215102,University of Virginia,2019,100 Y Breast,Prelims,swim,1:01.46,+0.3%
Vivian Tafuto,215102,University of Virginia,2019,100 Y Breast,Finals,swim,1:01.53,+0.2%
Vivian Tafuto,215102,University of Virginia,2019,200 Y Breast,Prelims,swim,2:11.16,-0.4%
Vivian Tafuto,215102,University of Virginia,2019,200 Y Breast,Finals,swim,2:09.77,+0.7%
Vivian Tafuto,215102,University of Virginia,2019,200 Y IM,Prelims,swim,2:00.79,+1.9%
Vivian Tafuto,215102,University of Virginia,2019,200 Y IM,Finals,swim,1:59.87,+2.7%
Mary Tansill,237323,University of Virginia,2019,100 Y Breast,Prelims,swim,1:01.58,+0.8%
Mary Tansill,237323,University of Virginia,2019,100 Y Breast,Finals,swim,1:02.07,-0.0%
Mary Tansill,237323,University of Virginia,2019,200 Y Breast,Prelims,swim,2:13.19,+0.1%
Mary Tansill,237323,University of Virginia,2019,200 Y Breast,Finals,swim,2:11.02,+1.7%
Mary Tansill,237323,University of Virginia,2019,400 Y IM,Prelims,swim,4:17.14,+2.3%
Mary Tansill,237323,University of Virginia,2019,400 Y IM,Finals,swim,4:19.70,+1.3%
Madeleine Vonderhaar,270314,University of Virginia,2019,100 Y Breast,Prelims,swim,1:01.41,-0.7%
Madeleine Vonderhaar,270314,University of Virginia,2019,100 Y Breast,Finals,swim,1:01.11,-0.2%
Madeleine Vonderhaar,270314,University of Virginia,2019,200 Y Breast,Prelims,swim,2:12.21,-0.2%
Madeleine Vonderhaar,270314,University of Virginia,2019,200 Y Breast,Finals,swim,2:13.79,-1.4%
Madeleine Vonderhaar,270314,University of Virginia,2019,200 Y IM,Prelims,swim,2:05.82,-4.8%
Rachel Politi,182061,University of Virginia,2019,200 Y Fly,Prelims,swim,2:00.07,-0.4%
Rachel Politi,182061,University of Virginia,2019,200 Y Fly,Finals,swim,1:59.40,+0.1%
Rachel Politi,182061,University of Virginia,2019,200 Y IM,Prelims,swim,2:02.53,-0.0%
Rachel Politi,182061,University of Virginia,2019,400 Y IM,Prelims,swim,4:17.37,-0.8%
Rachel Politi,182061,University of Virginia,2019,400 Y IM,Finals,swim,4:16.83,-0.5%
Kirsten Parkinson,427495,University of Virginia,2019,1M Diving,Prelims,dive,208.05,NA
Kirsten Parkinson,427495,University of Virginia,2019,3M Diving,Prelims,dive,241.00,NA
Paige Madden,326195,University of Virginia,2020,100 Y Free,Timed Finals,swim,48.04,NA
Paige Madden,326195,University of Virginia,2020,200 Y Free,Prelims,swim,1:45.14,-1.6%
Paige Madden,326195,University of Virginia,2020,200 Y Free,Finals,swim,1:43.18,+0.3%
Paige Madden,326195,University of Virginia,2020,200 Y Free,Timed Finals,swim,1:42.66,NA
Paige Madden,326195,University of Virginia,2020,500 Y Free,Prelims,swim,4:40.93,-2.3%
Paige Madden,326195,University of Virginia,2020,500 Y Free,Finals,swim,4:36.19,-0.6%
Paige Madden,326195,University of Virginia,2020,1650 Y Free,Timed Finals,swim,15:50.38,+0.8%
Katherine Douglass,298618,University of Virginia,2020,50 Y Free,Timed Finals,swim,21.75,+1.7%
Katherine Douglass,298618,University of Virginia,2020,100 Y Free,Timed Finals,swim,47.77,+0.2%
Katherine Douglass,298618,University of Virginia,2020,200 Y Breast,Prelims,swim,2:07.67,-1.2%
Katherine Douglass,298618,University of Virginia,2020,200 Y Breast,Finals,swim,2:05.89,+0.2%
Katherine Douglass,298618,University of Virginia,2020,50 Y Fly,Timed Finals,swim,22.33,NA
Katherine Douglass,298618,University of Virginia,2020,100 Y Fly,Prelims,swim,50.90,-1.2%
Katherine Douglass,298618,University of Virginia,2020,100 Y Fly,Finals,swim,50.83,-1.1%
Katherine Douglass,298618,University of Virginia,2020,100 Y Fly,Timed Finals,swim,50.29,NA
Katherine Douglass,298618,University of Virginia,2020,200 Y IM,Prelims,swim,1:53.90,-0.9%
Katherine Douglass,298618,University of Virginia,2020,200 Y IM,Finals,swim,1:51.36,+1.3%
Morgan Hill,268678,University of Virginia,2020,50 Y Free,Prelims,swim,22.16,-1.6%
Morgan Hill,268678,University of Virginia,2020,50 Y Free,Finals,swim,21.76,+0.3%
Morgan Hill,268678,University of Virginia,2020,50 Y Free,Timed Finals,swim,21.28,NA
Morgan Hill,268678,University of Virginia,2020,50 Y Free,Timed Finals,swim,21.24,NA
Morgan Hill,268678,University of Virginia,2020,100 Y Free,Prelims,swim,48.12,-0.8%
Morgan Hill,268678,University of Virginia,2020,100 Y Free,Finals,swim,47.47,+0.6%
Morgan Hill,268678,University of Virginia,2020,100 Y Free,Timed Finals,swim,46.82,NA
Morgan Hill,268678,University of Virginia,2020,100 Y Free,Timed Finals,swim,46.92,NA
Morgan Hill,268678,University of Virginia,2020,100 Y Fly,Prelims,swim,51.45,+0.7%
Morgan Hill,268678,University of Virginia,2020,100 Y Fly,Finals,swim,51.12,+1.3%
Margaret Nelson,1120429,University of Virginia,2020,200 Y Free,Timed Finals,swim,1:44.56,NA
Margaret Nelson,1120429,University of Virginia,2020,200 Y Breast,Prelims,swim,2:07.23,+2.5%
Margaret Nelson,1120429,University of Virginia,2020,200 Y Breast,Finals,swim,2:05.68,+3.7%
Margaret Nelson,1120429,University of Virginia,2020,200 Y IM,Prelims,swim,1:55.91,+1.6%
Margaret Nelson,1120429,University of Virginia,2020,200 Y IM,Finals,swim,1:55.43,+2.0%
Margaret Nelson,1120429,University of Virginia,2020,400 Y IM,Prelims,swim,4:06.62,+2.3%
Margaret Nelson,1120429,University of Virginia,2020,400 Y IM,Finals,swim,4:04.36,+3.2%
Abigail Richter,258203,University of Virginia,2020,200 Y Fly,Prelims,swim,1:54.69,+0.5%
Abigail Richter,258203,University of Virginia,2020,200 Y Fly,Finals,swim,1:54.09,+1.1%
Abigail Richter,258203,University of Virginia,2020,200 Y IM,Prelims,swim,1:55.53,+0.9%
Abigail Richter,258203,University of Virginia,2020,200 Y IM,Finals,swim,1:55.22,+1.1%
Abigail Richter,258203,University of Virginia,2020,400 Y IM,Prelims,swim,4:07.90,+1.2%
Abigail Richter,258203,University of Virginia,2020,400 Y IM,Finals,swim,4:05.86,+2.0%
Megan Moroney,69383,University of Virginia,2020,200 Y Free,Prelims,swim,1:44.87,+1.8%
Megan Moroney,69383,University of Virginia,2020,200 Y Free,Finals,swim,1:44.26,+2.3%
Megan Moroney,69383,University of Virginia,2020,200 Y Free,Timed Finals,swim,1:43.90,NA
Megan Moroney,69383,University of Virginia,2020,100 Y Back,Prelims,swim,52.33,+1.8%
Megan Moroney,69383,University of Virginia,2020,100 Y Back,Finals,swim,52.35,+1.8%
Megan Moroney,69383,University of Virginia,2020,200 Y Back,Prelims,swim,1:53.33,+1.5%
Megan Moroney,69383,University of Virginia,2020,200 Y Back,Finals,swim,1:53.51,+1.3%
Sydney Dusel,521210,University of Virginia,2020,1M Diving (6 dives),Prelims,dive,292.45,NA
Sydney Dusel,521210,University of Virginia,2020,1M Diving (6 dives),Finals,dive,296.40,NA
Sydney Dusel,521210,University of Virginia,2020,10M Diving (6 dives),Prelims,dive,202.80,NA
Sydney Dusel,521210,University of Virginia,2020,3M Diving (6 dives),Prelims,dive,314.10,NA
Sydney Dusel,521210,University of Virginia,2020,3M Diving (6 dives),Finals,dive,319.25,NA
Alexa Cuomo,466226,University of Virginia,2020,50 Y Free,Prelims,swim,22.49,+0.5%
Alexa Cuomo,466226,University of Virginia,2020,50 Y Free,Finals,swim,22.00,+2.7%
Alexa Cuomo,466226,University of Virginia,2020,50 Y Free,Timed Finals,swim,21.55,NA
Alexa Cuomo,466226,University of Virginia,2020,100 Y Free,Prelims,swim,48.67,+1.7%
Alexa Cuomo,466226,University of Virginia,2020,100 Y Free,Finals,swim,48.46,+2.1%
Alexa Cuomo,466226,University of Virginia,2020,100 Y Free,Timed Finals,swim,47.84,NA
Alexa Cuomo,466226,University of Virginia,2020,100 Y Fly,Prelims,swim,51.51,+3.6%
Alexa Cuomo,466226,University of Virginia,2020,100 Y Fly,Finals,swim,51.85,+2.9%
Caroline Gmelich,273643,University of Virginia,2020,50 Y Back,Timed Finals,swim,23.98,-0.2%
Caroline Gmelich,273643,University of Virginia,2020,100 Y Back,Prelims,swim,52.20,-0.6%
Caroline Gmelich,273643,University of Virginia,2020,100 Y Back,Finals,swim,51.88,NA
Caroline Gmelich,273643,University of Virginia,2020,100 Y Back,Timed Finals,swim,52.19,-0.6%
Caroline Gmelich,273643,University of Virginia,2020,200 Y Back,Prelims,swim,1:56.56,+0.7%
Caroline Gmelich,273643,University of Virginia,2020,200 Y Back,Finals,swim,1:55.44,+1.7%
Caroline Gmelich,273643,University of Virginia,2020,100 Y Fly,Prelims,swim,52.56,+0.1%
Caroline Gmelich,273643,University of Virginia,2020,100 Y Fly,Finals,swim,52.46,+0.3%
Emma Seiberlich,233821,University of Virginia,2020,500 Y Free,Prelims,swim,4:46.19,+0.0%
Emma Seiberlich,233821,University of Virginia,2020,500 Y Free,Finals,swim,4:46.43,-0.0%
Emma Seiberlich,233821,University of Virginia,2020,100 Y Back,Prelims,swim,52.76,+1.3%
Emma Seiberlich,233821,University of Virginia,2020,100 Y Back,Finals,swim,52.83,+1.2%
Emma Seiberlich,233821,University of Virginia,2020,200 Y Back,Prelims,swim,1:53.59,-0.7%
Emma Seiberlich,233821,University of Virginia,2020,200 Y Back,Finals,swim,1:53.13,-0.3%
Alexis Wenger,345175,University of Virginia,2020,50 Y Free,Prelims,swim,22.73,+2.9%
Alexis Wenger,345175,University of Virginia,2020,50 Y Free,Finals,swim,22.72,+2.9%
Alexis Wenger,345175,University of Virginia,2020,50 Y Breast,Timed Finals,swim,26.68,NA
Alexis Wenger,345175,University of Virginia,2020,100 Y Breast,Prelims,swim,58.17,+2.1%
Alexis Wenger,345175,University of Virginia,2020,100 Y Breast,Finals,swim,57.91,+2.5%
Alexis Wenger,345175,University of Virginia,2020,100 Y Breast,Timed Finals,swim,58.87,NA
Alexis Wenger,345175,University of Virginia,2020,200 Y Breast,Prelims,swim,2:09.70,+0.9%
Alexis Wenger,345175,University of Virginia,2020,200 Y Breast,Finals,swim,2:09.20,+1.3%
Madelyn Donohoe,300419,University of Virginia,2020,200 Y Free,Prelims,swim,1:48.18,+1.4%
Madelyn Donohoe,300419,University of Virginia,2020,200 Y Free,Finals,swim,1:48.72,+0.9%
Madelyn Donohoe,300419,University of Virginia,2020,500 Y Free,Prelims,swim,4:42.68,+0.3%
Madelyn Donohoe,300419,University of Virginia,2020,500 Y Free,Finals,swim,4:42.05,+0.6%
Madelyn Donohoe,300419,University of Virginia,2020,1650 Y Free,Timed Finals,swim,16:13.64,-0.2%
Erin Earley,228239,University of Virginia,2020,500 Y Free,Prelims,swim,4:47.22,+0.4%
Erin Earley,228239,University of Virginia,2020,500 Y Free,Finals,swim,4:50.07,-0.6%
Erin Earley,228239,University of Virginia,2020,200 Y Back,Prelims,swim,1:54.26,+1.1%
Erin Earley,228239,University of Virginia,2020,200 Y Back,Finals,swim,1:54.00,+1.4%
Erin Earley,228239,University of Virginia,2020,400 Y IM,Prelims,swim,4:14.07,+1.5%
Erin Earley,228239,University of Virginia,2020,400 Y IM,Finals,swim,4:13.47,+1.7%
Jessica Nava,210638,University of Virginia,2020,50 Y Free,Prelims,swim,22.88,+1.1%
Jessica Nava,210638,University of Virginia,2020,100 Y Fly,Prelims,swim,52.04,+2.0%
Jessica Nava,210638,University of Virginia,2020,100 Y Fly,Finals,swim,52.11,+1.9%
Jessica Nava,210638,University of Virginia,2020,200 Y Fly,Prelims,swim,1:55.14,+2.1%
Jessica Nava,210638,University of Virginia,2020,200 Y Fly,Finals,swim,1:54.81,+2.4%
Kyla Valls,254013,University of Virginia,2020,50 Y Free,Prelims,swim,22.66,+1.0%
Kyla Valls,254013,University of Virginia,2020,50 Y Free,Finals,swim,22.59,+1.4%
Kyla Valls,254013,University of Virginia,2020,50 Y Free,Timed Finals,swim,22.19,NA
Kyla Valls,254013,University of Virginia,2020,100 Y Free,Prelims,swim,48.81,+2.9%
Kyla Valls,254013,University of Virginia,2020,100 Y Free,Finals,swim,48.79,+3.0%
Kyla Valls,254013,University of Virginia,2020,200 Y Free,Prelims,swim,1:46.02,-1.4%
Kyla Valls,254013,University of Virginia,2020,200 Y Free,Finals,swim,1:44.48,+0.1%
Kyla Valls,254013,University of Virginia,2020,200 Y Free,Timed Finals,swim,1:44.54,+2.5%
Marcella Maguire,280114,University of Virginia,2020,50 Y Free,Prelims,swim,23.55,-2.0%
Marcella Maguire,280114,University of Virginia,2020,100 Y Back,Prelims,swim,53.13,+1.0%
Marcella Maguire,280114,University of Virginia,2020,100 Y Back,Finals,swim,52.54,+2.1%
Marcella Maguire,280114,University of Virginia,2020,200 Y Back,Prelims,swim,1:55.67,+1.1%
Marcella Maguire,280114,University of Virginia,2020,200 Y Back,Finals,swim,1:55.03,+1.7%
Julia Menkhaus,356551,University of Virginia,2020,100 Y Back,Prelims,swim,54.31,+1.2%
Julia Menkhaus,356551,University of Virginia,2020,100 Y Back,Finals,swim,53.92,+1.9%
Julia Menkhaus,356551,University of Virginia,2020,200 Y Fly,Prelims,swim,1:57.19,+0.9%
Julia Menkhaus,356551,University of Virginia,2020,200 Y Fly,Finals,swim,1:55.87,+2.0%
Julia Menkhaus,356551,University of Virginia,2020,200 Y IM,Prelims,swim,2:00.10,+0.2%
Julia Menkhaus,356551,University of Virginia,2020,200 Y IM,Finals,swim,1:59.88,+0.4%
Jocelyn Porter,423277,University of Virginia,2020,1M Diving (6 dives),Prelims,dive,223.90,NA
Jocelyn Porter,423277,University of Virginia,2020,10M Diving (6 dives),Prelims,dive,185.25,NA
Jocelyn Porter,423277,University of Virginia,2020,3M Diving (6 dives),Prelims,dive,281.45,NA
Jocelyn Porter,423277,University of Virginia,2020,3M Diving (6 dives),Finals,dive,264.35,NA
Jennifer Bell,329464,University of Virginia,2020,1M Diving (6 dives),Prelims,dive,239.10,NA
Jennifer Bell,329464,University of Virginia,2020,10M Diving (6 dives),Prelims,dive,170.55,NA
Jennifer Bell,329464,University of Virginia,2020,3M Diving (6 dives),Prelims,dive,256.10,NA
Ella Collins,503283,University of Virginia,2020,200 Y Free,Prelims,swim,1:46.59,+0.4%
Ella Collins,503283,University of Virginia,2020,200 Y Free,Finals,swim,1:46.30,+0.7%
Ella Collins,503283,University of Virginia,2020,500 Y Free,Prelims,swim,4:51.63,-0.3%
Ella Collins,503283,University of Virginia,2020,200 Y Fly,Prelims,swim,2:00.03,-1.3%
Ella Collins,503283,University of Virginia,2020,200 Y Fly,Finals,swim,1:59.72,-1.1%
Mary Tansill,237323,University of Virginia,2020,100 Y Breast,Prelims,swim,1:03.74,-1.4%
Mary Tansill,237323,University of Virginia,2020,200 Y Breast,Prelims,swim,2:14.75,-1.5%
Mary Tansill,237323,University of Virginia,2020,200 Y Breast,Finals,swim,2:15.18,-1.8%
Mary Tansill,237323,University of Virginia,2020,400 Y IM,Prelims,swim,4:21.10,+0.3%
Kalyea Arnett,204033,Virginia Tech,2014,1M Diving,Prelims,dive,331.40,NA
Kalyea Arnett,204033,Virginia Tech,2014,1M Diving,Finals,dive,355.65,NA
Kalyea Arnett,204033,Virginia Tech,2014,3M Diving,Prelims,dive,360.10,NA
Kalyea Arnett,204033,Virginia Tech,2014,3M Diving,Finals,dive,395.95,NA
Kalyea Arnett,204033,Virginia Tech,2014,10M Diving,Prelims,dive,311.40,NA
Kalyea Arnett,204033,Virginia Tech,2014,10M Diving,Finals,dive,311.75,NA
Kelli Stockton,204037,Virginia Tech,2014,1M Diving,Prelims,dive,273.75,NA
Kelli Stockton,204037,Virginia Tech,2014,3M Diving,Prelims,dive,339.20,NA
Kelli Stockton,204037,Virginia Tech,2014,3M Diving,Finals,dive,346.25,NA
Kelli Stockton,204037,Virginia Tech,2014,10M Diving,Prelims,dive,313.40,NA
Kelli Stockton,204037,Virginia Tech,2014,10M Diving,Finals,dive,287.50,NA
Holland Harper,237432,Virginia Tech,2014,50 Y Free,Timed Finals,swim,22.72,NA
Holland Harper,237432,Virginia Tech,2014,100 Y Free,Timed Finals,swim,50.89,NA
Holland Harper,237432,Virginia Tech,2014,100 Y Back,Prelims,swim,53.54,+2.2%
Holland Harper,237432,Virginia Tech,2014,100 Y Back,Finals,swim,53.76,+1.8%
Holland Harper,237432,Virginia Tech,2014,100 Y Back,Timed Finals,swim,53.55,+2.2%
Holland Harper,237432,Virginia Tech,2014,200 Y Back,Prelims,swim,1:55.66,+2.1%
Holland Harper,237432,Virginia Tech,2014,200 Y Back,Finals,swim,1:57.06,+0.9%
Holland Harper,237432,Virginia Tech,2014,200 Y IM,Prelims,swim,1:58.99,+4.3%
Holland Harper,237432,Virginia Tech,2014,200 Y IM,Finals,swim,2:02.06,+1.8%
Weronika Paluszek,233362,Virginia Tech,2014,50 Y Breast,Timed Finals,swim,27.57,NA
Weronika Paluszek,233362,Virginia Tech,2014,100 Y Breast,Prelims,swim,1:00.01,+0.5%
Weronika Paluszek,233362,Virginia Tech,2014,100 Y Breast,Finals,swim,59.95,+0.6%
Weronika Paluszek,233362,Virginia Tech,2014,100 Y Breast,Timed Finals,swim,59.83,NA
Weronika Paluszek,233362,Virginia Tech,2014,200 Y Breast,Prelims,swim,2:09.04,-0.4%
Weronika Paluszek,233362,Virginia Tech,2014,200 Y Breast,Finals,swim,2:07.81,+0.6%
Weronika Paluszek,233362,Virginia Tech,2014,200 Y IM,Prelims,swim,2:00.10,+0.9%
Weronika Paluszek,233362,Virginia Tech,2014,200 Y IM,Finals,swim,DQ,NA
Fiona Donnelly,241759,Virginia Tech,2014,200 Y Free,Timed Finals,swim,1:48.31,NA
Fiona Donnelly,241759,Virginia Tech,2014,50 Y Fly,Timed Finals,swim,24.05,NA
Fiona Donnelly,241759,Virginia Tech,2014,200 Y Fly,Prelims,swim,1:59.57,+2.1%
Fiona Donnelly,241759,Virginia Tech,2014,200 Y Fly,Finals,swim,1:59.14,+2.5%
Fiona Donnelly,241759,Virginia Tech,2014,200 Y IM,Prelims,swim,2:00.47,+0.4%
Fiona Donnelly,241759,Virginia Tech,2014,200 Y IM,Finals,swim,2:00.48,+0.4%
Fiona Donnelly,241759,Virginia Tech,2014,400 Y IM,Prelims,swim,4:14.96,+0.5%
Fiona Donnelly,241759,Virginia Tech,2014,400 Y IM,Finals,swim,4:14.99,+0.5%
Ashley Buchter,294102,Virginia Tech,2014,1M Diving,Prelims,dive,265.80,NA
Ashley Buchter,294102,Virginia Tech,2014,3M Diving,Prelims,dive,316.65,NA
Ashley Buchter,294102,Virginia Tech,2014,10M Diving,Prelims,dive,262.50,NA
Ashley Buchter,294102,Virginia Tech,2014,10M Diving,Finals,dive,268.20,NA
Margaret Gruber,177802,Virginia Tech,2014,50 Y Free,Timed Finals,swim,23.56,+0.4%
Margaret Gruber,177802,Virginia Tech,2014,50 Y Back,Timed Finals,swim,25.27,+0.8%
Margaret Gruber,177802,Virginia Tech,2014,100 Y Back,Prelims,swim,53.85,+1.5%
Margaret Gruber,177802,Virginia Tech,2014,100 Y Back,Finals,swim,54.48,+0.4%
Margaret Gruber,177802,Virginia Tech,2014,100 Y Fly,Prelims,swim,53.32,+1.9%
Margaret Gruber,177802,Virginia Tech,2014,100 Y Fly,Finals,swim,53.82,+1.0%
Margaret Gruber,177802,Virginia Tech,2014,100 Y Fly,Timed Finals,swim,53.32,NA
Margaret Gruber,177802,Virginia Tech,2014,200 Y Fly,Prelims,swim,1:59.88,+0.2%
Margaret Gruber,177802,Virginia Tech,2014,200 Y Fly,Finals,swim,2:02.04,-1.6%
Katarina Filova,104254,Virginia Tech,2014,50 Y Free,Prelims,swim,22.96,+0.4%
Katarina Filova,104254,Virginia Tech,2014,50 Y Free,Finals,swim,22.89,+0.7%
Katarina Filova,104254,Virginia Tech,2014,50 Y Free,Timed Finals,swim,22.49,NA
Katarina Filova,104254,Virginia Tech,2014,100 Y Free,Prelims,swim,49.50,+0.8%
Katarina Filova,104254,Virginia Tech,2014,100 Y Free,Finals,swim,49.55,+0.7%
Katarina Filova,104254,Virginia Tech,2014,100 Y Free,Timed Finals,swim,48.75,NA
Katarina Filova,104254,Virginia Tech,2014,100 Y Free,Timed Finals,swim,49.80,+0.2%
Katarina Filova,104254,Virginia Tech,2014,200 Y Free,Prelims,swim,1:47.10,+2.9%
Katarina Filova,104254,Virginia Tech,2014,200 Y Free,Finals,swim,1:46.89,+3.1%
Katarina Filova,104254,Virginia Tech,2014,200 Y Free,Timed Finals,swim,1:46.19,NA
Mackenzie Stewart,82082,Virginia Tech,2014,100 Y Breast,Prelims,swim,1:01.21,+0.8%
Mackenzie Stewart,82082,Virginia Tech,2014,100 Y Breast,Finals,swim,1:01.27,+0.7%
Mackenzie Stewart,82082,Virginia Tech,2014,200 Y Breast,Prelims,swim,2:14.70,+0.5%
Mackenzie Stewart,82082,Virginia Tech,2014,200 Y Breast,Finals,swim,2:14.70,+0.5%
Mackenzie Stewart,82082,Virginia Tech,2014,200 Y IM,Prelims,swim,2:04.71,+0.5%
Blaire Kinsey,148617,Virginia Tech,2014,100 Y Breast,Prelims,swim,1:02.05,+1.6%
Blaire Kinsey,148617,Virginia Tech,2014,100 Y Breast,Finals,swim,1:01.97,+1.7%
Blaire Kinsey,148617,Virginia Tech,2014,200 Y Breast,Prelims,swim,2:14.25,+1.5%
Blaire Kinsey,148617,Virginia Tech,2014,200 Y Breast,Finals,swim,2:14.24,+1.5%
Blaire Kinsey,148617,Virginia Tech,2014,200 Y IM,Prelims,swim,2:02.08,+0.9%
Blaire Kinsey,148617,Virginia Tech,2014,200 Y IM,Finals,swim,2:02.16,+0.8%
Alyssa Anderson,181028,Boston College,2014,500 Y Free,Prelims,swim,4:55.45,+2.7%
Alyssa Anderson,181028,Boston College,2014,500 Y Free,Finals,swim,4:54.66,+3.0%
Alyssa Anderson,181028,Boston College,2014,100 Y Breast,Prelims,swim,1:01.92,+0.5%
Alyssa Anderson,181028,Boston College,2014,100 Y Breast,Finals,swim,1:00.87,+2.2%
Alyssa Anderson,181028,Boston College,2014,200 Y Breast,Prelims,swim,2:16.40,+0.9%
Alyssa Anderson,181028,Boston College,2014,200 Y Breast,Finals,swim,2:14.97,+1.9%
Rachel Sepanski,65707,Virginia Tech,2014,200 Y Free,Prelims,swim,1:49.37,+1.2%
Rachel Sepanski,65707,Virginia Tech,2014,200 Y Free,Finals,swim,1:49.85,+0.8%
Rachel Sepanski,65707,Virginia Tech,2014,500 Y Free,Prelims,swim,4:53.31,+0.5%
Rachel Sepanski,65707,Virginia Tech,2014,500 Y Free,Finals,swim,4:51.66,+1.1%
Rachel Sepanski,65707,Virginia Tech,2014,1650 Y Free,Timed Finals,swim,16:40.27,+1.7%
Jessica Hespeler,185861,Virginia Tech,2014,200 Y Free,Prelims,swim,1:48.94,-1.1%
Jessica Hespeler,185861,Virginia Tech,2014,200 Y Free,Finals,swim,1:47.09,+0.6%
Jessica Hespeler,185861,Virginia Tech,2014,200 Y Free,Timed Finals,swim,1:47.73,+0.7%
Jessica Hespeler,185861,Virginia Tech,2014,500 Y Free,Prelims,swim,4:51.11,-0.5%
Jessica Hespeler,185861,Virginia Tech,2014,500 Y Free,Finals,swim,4:48.53,+0.4%
Gabrielle Bishop,216466,Virginia Tech,2014,100 Y Free,Timed Finals,swim,50.52,NA
Gabrielle Bishop,216466,Virginia Tech,2014,200 Y Free,Prelims,swim,1:48.20,+1.6%
Gabrielle Bishop,216466,Virginia Tech,2014,200 Y Free,Finals,swim,1:47.66,+2.1%
Gabrielle Bishop,216466,Virginia Tech,2014,200 Y Free,Timed Finals,swim,1:48.42,NA
Gabrielle Bishop,216466,Virginia Tech,2014,100 Y Back,Prelims,swim,54.71,+0.9%
Gabrielle Bishop,216466,Virginia Tech,2014,200 Y Back,Prelims,swim,1:57.77,+3.2%
